user_id,gui_id,task_number,gui_number,nlr_query,feature_text,feature_question,timestamp,ranking,selected_gui_id,feature_annotation,matching_annotation
436db284-fba6-46ac-b700-74b111fde0c0,7cf7300d-a53f-442d-a73c-84bbc7a959dd,2,1,News page,entertainment news,"A <b>'entertainment news'</b> feature is often used in similar GUIs, is this a requirement for you as well? This feature provides the latest news and updates in the world of entertainment, such as movies, music, and celebrities.",2023-07-24 16:42:32,"[{'gui_id': '18042', 'ui_comp_id': '18042_11', 'score': 1.0}, {'gui_id': '53124', 'ui_comp_id': '53124_21', 'score': 1.0}, {'gui_id': '51120', 'ui_comp_id': '51120_18', 'score': 0.7513362765312195}, {'gui_id': '62857', 'ui_comp_id': '62857_10', 'score': 0.7256505489349365}, {'gui_id': '39545', 'ui_comp_id': '53124_24', 'score': 0.7212738394737244}, {'gui_id': '8243', 'ui_comp_id': '39545_17', 'score': 0.7212738394737244}, {'gui_id': '58849', 'ui_comp_id': '8243_17', 'score': 0.7130261063575745}, {'gui_id': '58848', 'ui_comp_id': '58849_0', 'score': 0.7130261063575745}, {'gui_id': '37494', 'ui_comp_id': '58848_0', 'score': 0.7120019197463989}, {'gui_id': '79', 'ui_comp_id': '37494_4', 'score': 0.7062990069389343}, {'gui_id': '61466', 'ui_comp_id': '79_18', 'score': 0.6771535873413086}, {'gui_id': '38170', 'ui_comp_id': '62857_12', 'score': 0.6521661281585693}, {'gui_id': '10548', 'ui_comp_id': '53124_23', 'score': 0.6482085585594177}, {'gui_id': '10545', 'ui_comp_id': '61466_19', 'score': 0.6482085585594177}, {'gui_id': '37241', 'ui_comp_id': '61466_21', 'score': 0.6465656757354736}]","""53124""",1,1
436db284-fba6-46ac-b700-74b111fde0c0,7cf7300d-a53f-442d-a73c-84bbc7a959dd,2,1,News page,local news,Is a <b>'local news'</b> feature relevant for you? This feature provides news stories and updates that are relevant to the user's local area or region.,2023-07-24 16:42:40,"[{'gui_id': '30096', 'ui_comp_id': '30096_8', 'score': 1.0000001192092896}, {'gui_id': '45820', 'ui_comp_id': '45820_9', 'score': 1.0000001192092896}, {'gui_id': '24139', 'ui_comp_id': '24139_8', 'score': 1.0000001192092896}, {'gui_id': '62857', 'ui_comp_id': '62857_14', 'score': 1.0000001192092896}, {'gui_id': '18042', 'ui_comp_id': '18042_12', 'score': 0.8370168209075928}, {'gui_id': '53124', 'ui_comp_id': '30096_7', 'score': 0.8370168209075928}, {'gui_id': '7963', 'ui_comp_id': '62857_13', 'score': 0.8370168209075928}, {'gui_id': '61466', 'ui_comp_id': '53124_26', 'score': 0.731574535369873}, {'gui_id': '37241', 'ui_comp_id': '7963_20', 'score': 0.7125699520111084}, {'gui_id': '37239', 'ui_comp_id': '61466_19', 'score': 0.7125699520111084}, {'gui_id': '38167', 'ui_comp_id': '37241_15', 'score': 0.6898847222328186}, {'gui_id': '8200', 'ui_comp_id': '37239_11', 'score': 0.667569637298584}, {'gui_id': '44558', 'ui_comp_id': '62857_9', 'score': 0.667569637298584}, {'gui_id': '34466', 'ui_comp_id': '53124_25', 'score': 0.6615585088729858}, {'gui_id': '24925', 'ui_comp_id': '61466_21', 'score': 0.6615585088729858}]","""62857""",1,3
436db284-fba6-46ac-b700-74b111fde0c0,7cf7300d-a53f-442d-a73c-84bbc7a959dd,2,1,News page,video news,"Do you need a <b>'video news'</b> feature in your GUI? This feature provides news updates in video format, often including interviews, live reports, or visual storytelling.",2023-07-24 16:42:56,"[{'gui_id': '58849', 'ui_comp_id': '58849_0', 'score': 0.8449703454971313}, {'gui_id': '58848', 'ui_comp_id': '58848_0', 'score': 0.8449703454971313}, {'gui_id': '8200', 'ui_comp_id': '8200_4', 'score': 0.6613726019859314}, {'gui_id': '44558', 'ui_comp_id': '44558_4', 'score': 0.6613726019859314}, {'gui_id': '10564', 'ui_comp_id': '10564_22', 'score': 0.6364309787750244}, {'gui_id': '36556', 'ui_comp_id': '36556_3', 'score': 0.6364309787750244}, {'gui_id': '79', 'ui_comp_id': '79_18', 'score': 0.6359976530075073}, {'gui_id': '18042', 'ui_comp_id': '18042_11', 'score': 0.6308917999267578}, {'gui_id': '53124', 'ui_comp_id': '53124_21', 'score': 0.6308917999267578}, {'gui_id': '34466', 'ui_comp_id': '34466_2', 'score': 0.6259036064147949}, {'gui_id': '24925', 'ui_comp_id': '24925_8', 'score': 0.6259036064147949}, {'gui_id': '22815', 'ui_comp_id': '22815_0', 'score': 0.6259036064147949}, {'gui_id': '10533', 'ui_comp_id': '10533_3', 'score': 0.6259036064147949}, {'gui_id': '22914', 'ui_comp_id': '22914_27', 'score': 0.6259036064147949}, {'gui_id': '19388', 'ui_comp_id': '19388_20', 'score': 0.6259036064147949}]",,0,-1
436db284-fba6-46ac-b700-74b111fde0c0,7cf7300d-a53f-442d-a73c-84bbc7a959dd,2,1,News page,trending news,"A <b>'trending news'</b> feature is often used in similar GUIs, do you need it as well in your GUI? This feature highlights the most popular or widely-discussed news stories at the moment.",2023-07-24 16:43:09,"[{'gui_id': '46053', 'ui_comp_id': '46053_7', 'score': 0.8718027472496033}, {'gui_id': '54133', 'ui_comp_id': '54133_11', 'score': 0.750929594039917}, {'gui_id': '47879', 'ui_comp_id': '47879_25', 'score': 0.750929594039917}, {'gui_id': '52849', 'ui_comp_id': '52849_10', 'score': 0.750929594039917}, {'gui_id': '64478', 'ui_comp_id': '64478_21', 'score': 0.750929594039917}, {'gui_id': '14232', 'ui_comp_id': '14232_20', 'score': 0.750929594039917}, {'gui_id': '52844', 'ui_comp_id': '52844_7', 'score': 0.750929594039917}, {'gui_id': '47874', 'ui_comp_id': '47874_26', 'score': 0.750929594039917}, {'gui_id': '45609', 'ui_comp_id': '45609_18', 'score': 0.750929594039917}, {'gui_id': '64485', 'ui_comp_id': '64485_24', 'score': 0.750929594039917}, {'gui_id': '45613', 'ui_comp_id': '45613_11', 'score': 0.750929594039917}, {'gui_id': '1218', 'ui_comp_id': '1218_25', 'score': 0.750929594039917}, {'gui_id': '1215', 'ui_comp_id': '1215_20', 'score': 0.750929594039917}, {'gui_id': '37494', 'ui_comp_id': '37494_4', 'score': 0.6873111724853516}, {'gui_id': '61466', 'ui_comp_id': '61466_21', 'score': 0.6838726997375488}]","""46053""",1,0
436db284-fba6-46ac-b700-74b111fde0c0,7cf7300d-a53f-442d-a73c-84bbc7a959dd,2,1,News page,health news,Do you need a <b>'health news'</b> feature? This feature provides the latest news and updates in the world of health and medicine.,2023-07-24 16:43:18,"[{'gui_id': '53124', 'ui_comp_id': '53124_19', 'score': 1.000000238418579}, {'gui_id': '62857', 'ui_comp_id': '62857_7', 'score': 0.9028915166854858}, {'gui_id': '61466', 'ui_comp_id': '62857_8', 'score': 0.6617735624313354}, {'gui_id': '27885', 'ui_comp_id': '53124_22', 'score': 0.6590479612350464}, {'gui_id': '34466', 'ui_comp_id': '61466_19', 'score': 0.6584135293960571}, {'gui_id': '24925', 'ui_comp_id': '27885_2', 'score': 0.6584135293960571}, {'gui_id': '22815', 'ui_comp_id': '34466_2', 'score': 0.6584135293960571}, {'gui_id': '10533', 'ui_comp_id': '24925_8', 'score': 0.6584135293960571}, {'gui_id': '22914', 'ui_comp_id': '22815_0', 'score': 0.6584135293960571}, {'gui_id': '19388', 'ui_comp_id': '10533_3', 'score': 0.6584135293960571}, {'gui_id': '18042', 'ui_comp_id': '22914_27', 'score': 0.6584135293960571}, {'gui_id': '68271', 'ui_comp_id': '19388_20', 'score': 0.6584135293960571}, {'gui_id': '10228', 'ui_comp_id': '18042_8', 'score': 0.6584135293960571}, {'gui_id': '55569', 'ui_comp_id': '68271_26', 'score': 0.6584135293960571}, {'gui_id': '14885', 'ui_comp_id': '10228_5', 'score': 0.6584135293960571}]","""53124""",1,0
436db284-fba6-46ac-b700-74b111fde0c0,7cf7300d-a53f-442d-a73c-84bbc7a959dd,2,1,News page,science news,Do you need a <b>'science news'</b> feature? This feature provides the latest news and updates in the world of science and research.,2023-07-24 16:43:25,"[{'gui_id': '62857', 'ui_comp_id': '62857_8', 'score': 0.9999999403953552}, {'gui_id': '53124', 'ui_comp_id': '53124_22', 'score': 0.9999999403953552}, {'gui_id': '18042', 'ui_comp_id': '18042_10', 'score': 0.7529221177101135}, {'gui_id': '61466', 'ui_comp_id': '61466_19', 'score': 0.6953634023666382}, {'gui_id': '34466', 'ui_comp_id': '34466_2', 'score': 0.693397045135498}, {'gui_id': '24925', 'ui_comp_id': '24925_8', 'score': 0.693397045135498}, {'gui_id': '22815', 'ui_comp_id': '22815_0', 'score': 0.693397045135498}, {'gui_id': '10533', 'ui_comp_id': '10533_3', 'score': 0.693397045135498}, {'gui_id': '22914', 'ui_comp_id': '22914_27', 'score': 0.693397045135498}, {'gui_id': '19388', 'ui_comp_id': '19388_20', 'score': 0.693397045135498}, {'gui_id': '68271', 'ui_comp_id': '18042_8', 'score': 0.693397045135498}, {'gui_id': '10228', 'ui_comp_id': '68271_26', 'score': 0.693397045135498}, {'gui_id': '55569', 'ui_comp_id': '10228_5', 'score': 0.693397045135498}, {'gui_id': '14885', 'ui_comp_id': '55569_3', 'score': 0.693397045135498}, {'gui_id': '22475', 'ui_comp_id': '14885_3', 'score': 0.693397045135498}]","""53124""",1,1
436db284-fba6-46ac-b700-74b111fde0c0,7cf7300d-a53f-442d-a73c-84bbc7a959dd,2,1,News page,lifestyle news,"A <b>'lifestyle news'</b> feature seems to be relevant for your query, do you need it in your GUI? This feature provides the latest news and updates in the world of lifestyle, including fashion, food, and wellness.",2023-07-24 16:43:32,"[{'gui_id': '18042', 'ui_comp_id': '18042_11', 'score': 0.7460189461708069}, {'gui_id': '53124', 'ui_comp_id': '53124_21', 'score': 0.7460189461708069}, {'gui_id': '79', 'ui_comp_id': '79_18', 'score': 0.713754415512085}, {'gui_id': '51120', 'ui_comp_id': '51120_18', 'score': 0.7022150754928589}, {'gui_id': '62857', 'ui_comp_id': '62857_10', 'score': 0.6881465911865234}, {'gui_id': '58849', 'ui_comp_id': '53124_24', 'score': 0.6787545084953308}, {'gui_id': '58848', 'ui_comp_id': '58849_0', 'score': 0.6787545084953308}, {'gui_id': '22051', 'ui_comp_id': '58848_0', 'score': 0.6691357493400574}, {'gui_id': '38174', 'ui_comp_id': '22051_27', 'score': 0.6502128839492798}, {'gui_id': '61866', 'ui_comp_id': '53124_19', 'score': 0.6502128839492798}, {'gui_id': '61886', 'ui_comp_id': '38174_1', 'score': 0.6502128839492798}, {'gui_id': '61881', 'ui_comp_id': '61866_8', 'score': 0.6502128839492798}, {'gui_id': '61466', 'ui_comp_id': '61886_7', 'score': 0.6489346027374268}, {'gui_id': '38170', 'ui_comp_id': '61881_5', 'score': 0.639147162437439}, {'gui_id': '8200', 'ui_comp_id': '18042_10', 'score': 0.6257169246673584}]","""53124""",1,1
436db284-fba6-46ac-b700-74b111fde0c0,7cf7300d-a53f-442d-a73c-84bbc7a959dd,2,1,News page,technology news,"Often similar GUIs contain a <b>'technology news'</b> feature, is it also required for your GUI? This feature provides the latest news and updates in the world of technology and gadgets.",2023-07-24 16:43:50,"[{'gui_id': '18042', 'ui_comp_id': '18042_10', 'score': 0.9540493488311768}, {'gui_id': '10533', 'ui_comp_id': '10533_9', 'score': 0.8481484055519104}, {'gui_id': '62857', 'ui_comp_id': '62857_8', 'score': 0.7557429671287537}, {'gui_id': '53124', 'ui_comp_id': '53124_22', 'score': 0.7557429671287537}, {'gui_id': '8200', 'ui_comp_id': '8200_4', 'score': 0.6823427677154541}, {'gui_id': '44558', 'ui_comp_id': '44558_4', 'score': 0.6823427677154541}, {'gui_id': '34466', 'ui_comp_id': '34466_2', 'score': 0.6528135538101196}, {'gui_id': '24925', 'ui_comp_id': '24925_8', 'score': 0.6528135538101196}, {'gui_id': '22815', 'ui_comp_id': '22815_0', 'score': 0.6528135538101196}, {'gui_id': '22914', 'ui_comp_id': '10533_3', 'score': 0.6528135538101196}, {'gui_id': '19388', 'ui_comp_id': '22914_27', 'score': 0.6528135538101196}, {'gui_id': '68271', 'ui_comp_id': '19388_20', 'score': 0.6528135538101196}, {'gui_id': '10228', 'ui_comp_id': '18042_8', 'score': 0.6528135538101196}, {'gui_id': '55569', 'ui_comp_id': '68271_26', 'score': 0.6528135538101196}, {'gui_id': '14885', 'ui_comp_id': '10228_5', 'score': 0.6528135538101196}]","""18042""",1,0
27a1d22d-bcd0-4311-bf4d-1bc9bae2591e,5dc11851-0555-4da2-9ee2-c726899f175d,2,2,Article news page for a single article,image gallery,"A <b>'image gallery'</b> feature is often used in similar GUIs, do you need it as well in your GUI? This feature provides a collection of images related to the article.",2023-07-24 16:48:18,"[{'gui_id': '33654', 'ui_comp_id': '33654_17', 'score': 0.8585286140441895}, {'gui_id': '50607', 'ui_comp_id': '50607_9', 'score': 0.8585286140441895}, {'gui_id': '37239', 'ui_comp_id': '37239_0', 'score': 0.7285071611404419}, {'gui_id': '23816', 'ui_comp_id': '23816_0', 'score': 0.6012169122695923}, {'gui_id': '23825', 'ui_comp_id': '23825_6', 'score': 0.6012169122695923}, {'gui_id': '47367', 'ui_comp_id': '47367_3', 'score': 0.6012169122695923}, {'gui_id': '8693', 'ui_comp_id': '8693_0', 'score': 0.6012169122695923}, {'gui_id': '36177', 'ui_comp_id': '36177_11', 'score': 0.5462955236434937}, {'gui_id': '54026', 'ui_comp_id': '54026_2', 'score': 0.5390406847000122}, {'gui_id': '41137', 'ui_comp_id': '41137_8', 'score': 0.5367991328239441}, {'gui_id': '57412', 'ui_comp_id': '57412_22', 'score': 0.531767725944519}, {'gui_id': '50663', 'ui_comp_id': '50663_18', 'score': 0.5282688736915588}, {'gui_id': '40394', 'ui_comp_id': '40394_3', 'score': 0.5230910181999207}, {'gui_id': '14489', 'ui_comp_id': '14489_2', 'score': 0.5224905014038086}, {'gui_id': '61874', 'ui_comp_id': '61874_16', 'score': 0.5177844166755676}]","""23825""",1,4
27a1d22d-bcd0-4311-bf4d-1bc9bae2591e,5dc11851-0555-4da2-9ee2-c726899f175d,2,2,Article news page for a single article,timeline,"A <b>'timeline'</b> feature seems to be relevant for your query, do you need it in your GUI? This feature provides a chronological sequence of events related to the article's content.",2023-07-24 16:48:37,"[{'gui_id': '20342', 'ui_comp_id': '20342_2', 'score': 0.6331247091293335}, {'gui_id': '55298', 'ui_comp_id': '55298_10', 'score': 0.5787326693534851}, {'gui_id': '5505', 'ui_comp_id': '5505_0', 'score': 0.5265017747879028}, {'gui_id': '60115', 'ui_comp_id': '60115_22', 'score': 0.5127881765365601}, {'gui_id': '61866', 'ui_comp_id': '61866_3', 'score': 0.5117445588111877}, {'gui_id': '61873', 'ui_comp_id': '61873_2', 'score': 0.5117445588111877}, {'gui_id': '61886', 'ui_comp_id': '61886_2', 'score': 0.5117445588111877}, {'gui_id': '41687', 'ui_comp_id': '41687_0', 'score': 0.5117445588111877}, {'gui_id': '64478', 'ui_comp_id': '64478_1', 'score': 0.5117445588111877}, {'gui_id': '17060', 'ui_comp_id': '17060_1', 'score': 0.5117445588111877}, {'gui_id': '64485', 'ui_comp_id': '64485_5', 'score': 0.5117445588111877}, {'gui_id': '30937', 'ui_comp_id': '30937_1', 'score': 0.5117445588111877}, {'gui_id': '68883', 'ui_comp_id': '68883_1', 'score': 0.4992385506629944}, {'gui_id': '43903', 'ui_comp_id': '43903_13', 'score': 0.4992385506629944}, {'gui_id': '22914', 'ui_comp_id': '22914_3', 'score': 0.4992385506629944}]","""20342""",1,0
27a1d22d-bcd0-4311-bf4d-1bc9bae2591e,5dc11851-0555-4da2-9ee2-c726899f175d,2,2,Article news page for a single article,related articles,"A <b>'related articles'</b> feature seems to be relevant for your query, is this also a requirement for your GUI? This feature provides links to other articles that are related to the current one.",2023-07-24 16:48:56,"[{'gui_id': '1215', 'ui_comp_id': '1215_12', 'score': 1.000000238418579}, {'gui_id': '55279', 'ui_comp_id': '55279_2', 'score': 0.6484887599945068}, {'gui_id': '44778', 'ui_comp_id': '44778_11', 'score': 0.5867671370506287}, {'gui_id': '44774', 'ui_comp_id': '44774_17', 'score': 0.5867671370506287}, {'gui_id': '39487', 'ui_comp_id': '39487_5', 'score': 0.5368589758872986}, {'gui_id': '65016', 'ui_comp_id': '65016_2', 'score': 0.5322068929672241}, {'gui_id': '53440', 'ui_comp_id': '53440_2', 'score': 0.5322068929672241}, {'gui_id': '61203', 'ui_comp_id': '61203_0', 'score': 0.5244272947311401}, {'gui_id': '56954', 'ui_comp_id': '39487_7', 'score': 0.49822911620140076}, {'gui_id': '37603', 'ui_comp_id': '56954_7', 'score': 0.4965951442718506}, {'gui_id': '79', 'ui_comp_id': '37603_15', 'score': 0.48664411902427673}, {'gui_id': '46053', 'ui_comp_id': '79_18', 'score': 0.4841114282608032}, {'gui_id': '11349', 'ui_comp_id': '46053_5', 'score': 0.4716489315032959}, {'gui_id': '24139', 'ui_comp_id': '46053_2', 'score': 0.4716489315032959}, {'gui_id': '26871', 'ui_comp_id': '11349_2', 'score': 0.4716489315032959}]",,1,-1
27a1d22d-bcd0-4311-bf4d-1bc9bae2591e,5dc11851-0555-4da2-9ee2-c726899f175d,2,2,Article news page for a single article,source link,"A <b>'source link'</b> feature is often used in similar GUIs, do you need it as well? This feature provides a link to the original source of the article or referenced information within the article.",2023-07-24 16:49:12,"[{'gui_id': '5505', 'ui_comp_id': '5505_1', 'score': 0.6964593529701233}, {'gui_id': '67988', 'ui_comp_id': '67988_11', 'score': 0.6964593529701233}, {'gui_id': '24019', 'ui_comp_id': '24019_13', 'score': 0.5875797867774963}, {'gui_id': '1218', 'ui_comp_id': '1218_2', 'score': 0.5814027786254883}, {'gui_id': '1220', 'ui_comp_id': '1220_0', 'score': 0.5814027786254883}, {'gui_id': '40593', 'ui_comp_id': '40593_2', 'score': 0.5814027786254883}, {'gui_id': '65985', 'ui_comp_id': '65985_1', 'score': 0.5814027786254883}, {'gui_id': '1215', 'ui_comp_id': '1215_2', 'score': 0.5814027786254883}, {'gui_id': '1234', 'ui_comp_id': '1234_4', 'score': 0.5814027786254883}, {'gui_id': '1226', 'ui_comp_id': '1226_4', 'score': 0.5814027786254883}, {'gui_id': '1223', 'ui_comp_id': '1223_0', 'score': 0.5814027786254883}, {'gui_id': '61765', 'ui_comp_id': '61765_4', 'score': 0.5143547654151917}, {'gui_id': '22051', 'ui_comp_id': '22051_5', 'score': 0.5141071081161499}, {'gui_id': '22047', 'ui_comp_id': '22047_5', 'score': 0.5141071081161499}, {'gui_id': '22050', 'ui_comp_id': '22050_5', 'score': 0.5141071081161499}]","""67988""",1,1
27a1d22d-bcd0-4311-bf4d-1bc9bae2591e,5dc11851-0555-4da2-9ee2-c726899f175d,2,2,Article news page for a single article,social media share,"A <b>'social media share'</b> feature seems to be relevant for your query, is this also a requirement for your GUI? This feature allows users to share the article on various social media platforms.",2023-07-24 16:49:27,"[{'gui_id': '16812', 'ui_comp_id': '16812_1', 'score': 0.7073991894721985}, {'gui_id': '55279', 'ui_comp_id': '55279_6', 'score': 0.7073991894721985}, {'gui_id': '61877', 'ui_comp_id': '61877_7', 'score': 0.7073991894721985}, {'gui_id': '5644', 'ui_comp_id': '5644_0', 'score': 0.7073991894721985}, {'gui_id': '55301', 'ui_comp_id': '55301_1', 'score': 0.7073991894721985}, {'gui_id': '55275', 'ui_comp_id': '55275_8', 'score': 0.7073991894721985}, {'gui_id': '57412', 'ui_comp_id': '57412_24', 'score': 0.7073991894721985}, {'gui_id': '39545', 'ui_comp_id': '39545_6', 'score': 0.7073991894721985}, {'gui_id': '52849', 'ui_comp_id': '52849_8', 'score': 0.7073991894721985}, {'gui_id': '2254', 'ui_comp_id': '2254_2', 'score': 0.7073991894721985}, {'gui_id': '20342', 'ui_comp_id': '20342_6', 'score': 0.7073991894721985}, {'gui_id': '7957', 'ui_comp_id': '7957_8', 'score': 0.7073991894721985}, {'gui_id': '42787', 'ui_comp_id': '42787_40', 'score': 0.7073991894721985}, {'gui_id': '64478', 'ui_comp_id': '64478_7', 'score': 0.7073991894721985}, {'gui_id': '5542', 'ui_comp_id': '5542_1', 'score': 0.7073991894721985}]","""61877""",1,2
27a1d22d-bcd0-4311-bf4d-1bc9bae2591e,5dc11851-0555-4da2-9ee2-c726899f175d,2,2,Article news page for a single article,report,"Often similar GUIs contain a <b>'report'</b> feature, shoud we also include in your GUI? This feature allows users to report inappropriate content or violations of community guidelines in the article.",2023-07-24 16:49:52,"[{'gui_id': '64698', 'ui_comp_id': '64698_15', 'score': 0.3925971984863281}, {'gui_id': '79', 'ui_comp_id': '79_18', 'score': 0.39210760593414307}, {'gui_id': '17200', 'ui_comp_id': '17200_6', 'score': 0.3900712728500366}, {'gui_id': '20055', 'ui_comp_id': '20055_13', 'score': 0.386616051197052}, {'gui_id': '12033', 'ui_comp_id': '12033_3', 'score': 0.3725051283836365}, {'gui_id': '30986', 'ui_comp_id': '30986_1', 'score': 0.3678024411201477}, {'gui_id': '42787', 'ui_comp_id': '42787_42', 'score': 0.36756661534309387}, {'gui_id': '14885', 'ui_comp_id': '14885_0', 'score': 0.36723846197128296}, {'gui_id': '65016', 'ui_comp_id': '65016_2', 'score': 0.36717721819877625}, {'gui_id': '53440', 'ui_comp_id': '53440_2', 'score': 0.36717721819877625}, {'gui_id': '24016', 'ui_comp_id': '24016_0', 'score': 0.3662777841091156}, {'gui_id': '24019', 'ui_comp_id': '24019_0', 'score': 0.3662777841091156}, {'gui_id': '24012', 'ui_comp_id': '24012_0', 'score': 0.3662777841091156}, {'gui_id': '31349', 'ui_comp_id': '31349_4', 'score': 0.3662777841091156}, {'gui_id': '7663', 'ui_comp_id': '7663_0', 'score': 0.36394238471984863}]",,0,-1
27a1d22d-bcd0-4311-bf4d-1bc9bae2591e,5dc11851-0555-4da2-9ee2-c726899f175d,2,2,Article news page for a single article,polls,Should be a <b>'polls'</b> feature be part of the GUI you are searching for? This feature allows users to participate in polls related to the article's content.,2023-07-24 16:50:03,"[{'gui_id': '2374', 'ui_comp_id': '2374_23', 'score': 0.46786630153656006}, {'gui_id': '42415', 'ui_comp_id': '42415_14', 'score': 0.46597200632095337}, {'gui_id': '1218', 'ui_comp_id': '1218_22', 'score': 0.46597200632095337}, {'gui_id': '37604', 'ui_comp_id': '37604_20', 'score': 0.46597200632095337}, {'gui_id': '68271', 'ui_comp_id': '68271_24', 'score': 0.46597200632095337}, {'gui_id': '37598', 'ui_comp_id': '37598_23', 'score': 0.46597200632095337}, {'gui_id': '10228', 'ui_comp_id': '10228_1', 'score': 0.46597200632095337}, {'gui_id': '4589', 'ui_comp_id': '4589_8', 'score': 0.46597200632095337}, {'gui_id': '4583', 'ui_comp_id': '4583_7', 'score': 0.46597200632095337}, {'gui_id': '1215', 'ui_comp_id': '1215_17', 'score': 0.46597200632095337}, {'gui_id': '1234', 'ui_comp_id': '1234_23', 'score': 0.46597200632095337}, {'gui_id': '1226', 'ui_comp_id': '1226_18', 'score': 0.46597200632095337}, {'gui_id': '18481', 'ui_comp_id': '18481_14', 'score': 0.46597200632095337}, {'gui_id': '7410', 'ui_comp_id': '7410_6', 'score': 0.46597200632095337}, {'gui_id': '1223', 'ui_comp_id': '1223_25', 'score': 0.46597200632095337}]",,0,-1
27a1d22d-bcd0-4311-bf4d-1bc9bae2591e,5dc11851-0555-4da2-9ee2-c726899f175d,2,2,Article news page for a single article,citation,Is a <b>'citation'</b> feature relevant for you? This feature provides the necessary information to properly cite the article in academic or professional contexts.,2023-07-24 16:50:14,"[{'gui_id': '56954', 'ui_comp_id': '56954_7', 'score': 0.5734950304031372}, {'gui_id': '5505', 'ui_comp_id': '5505_1', 'score': 0.5278735756874084}, {'gui_id': '67988', 'ui_comp_id': '67988_11', 'score': 0.5278735756874084}, {'gui_id': '61765', 'ui_comp_id': '61765_4', 'score': 0.5247721076011658}, {'gui_id': '25203', 'ui_comp_id': '25203_15', 'score': 0.5052645802497864}, {'gui_id': '44778', 'ui_comp_id': '44778_11', 'score': 0.49642330408096313}, {'gui_id': '44774', 'ui_comp_id': '44774_17', 'score': 0.49642330408096313}, {'gui_id': '36594', 'ui_comp_id': '36594_2', 'score': 0.47732800245285034}, {'gui_id': '47879', 'ui_comp_id': '36594_4', 'score': 0.4624102711677551}, {'gui_id': '47874', 'ui_comp_id': '36594_12', 'score': 0.4624102711677551}, {'gui_id': '7471', 'ui_comp_id': '36594_8', 'score': 0.45114031434059143}, {'gui_id': '60511', 'ui_comp_id': '47879_3', 'score': 0.45114031434059143}, {'gui_id': '61877', 'ui_comp_id': '47874_1', 'score': 0.45114031434059143}, {'gui_id': '24016', 'ui_comp_id': '7471_11', 'score': 0.4489704966545105}, {'gui_id': '24019', 'ui_comp_id': '60511_9', 'score': 0.4489704966545105}]",,0,-1
27a1d22d-bcd0-4311-bf4d-1bc9bae2591e,5dc11851-0555-4da2-9ee2-c726899f175d,2,2,Article news page for a single article,comments,"Do you need a <b>'comments'</b> feature in your GUI? This feature allows users to leave comments on the article, facilitating discussion and interaction.",2023-07-24 16:50:21,"[{'gui_id': '10353', 'ui_comp_id': '10353_20', 'score': 0.6627463102340698}, {'gui_id': '57412', 'ui_comp_id': '57412_12', 'score': 0.582694411277771}, {'gui_id': '42787', 'ui_comp_id': '42787_42', 'score': 0.576624870300293}, {'gui_id': '61873', 'ui_comp_id': '10353_19', 'score': 0.5640954971313477}, {'gui_id': '61886', 'ui_comp_id': '61873_1', 'score': 0.550442099571228}, {'gui_id': '18481', 'ui_comp_id': '61886_1', 'score': 0.5111068487167358}, {'gui_id': '37604', 'ui_comp_id': '18481_9', 'score': 0.48969224095344543}, {'gui_id': '37598', 'ui_comp_id': '37604_8', 'score': 0.48969224095344543}, {'gui_id': '37603', 'ui_comp_id': '37598_7', 'score': 0.48969224095344543}, {'gui_id': '66222', 'ui_comp_id': '37603_11', 'score': 0.4563043415546417}, {'gui_id': '61863', 'ui_comp_id': '61873_12', 'score': 0.4563043415546417}, {'gui_id': '47799', 'ui_comp_id': '66222_12', 'score': 0.41959068179130554}, {'gui_id': '61877', 'ui_comp_id': '61863_8', 'score': 0.41938263177871704}, {'gui_id': '55301', 'ui_comp_id': '37604_21', 'score': 0.41938263177871704}, {'gui_id': '31923', 'ui_comp_id': '37598_24', 'score': 0.41938263177871704}]",,1,-1
27a1d22d-bcd0-4311-bf4d-1bc9bae2591e,5dc11851-0555-4da2-9ee2-c726899f175d,2,2,Article news page for a single article,bookmark,Is a <b>'bookmark'</b> feature relevant for your GUI? This feature allows users to save the article for later reading.,2023-07-24 16:50:30,"[{'gui_id': '16812', 'ui_comp_id': '16812_2', 'score': 1.0000004768371582}, {'gui_id': '31923', 'ui_comp_id': '31923_7', 'score': 1.0000004768371582}, {'gui_id': '57412', 'ui_comp_id': '57412_20', 'score': 1.0000004768371582}, {'gui_id': '42787', 'ui_comp_id': '42787_41', 'score': 1.0000004768371582}, {'gui_id': '5542', 'ui_comp_id': '5542_0', 'score': 1.0000004768371582}, {'gui_id': '41202', 'ui_comp_id': '41202_22', 'score': 1.0000004768371582}, {'gui_id': '5551', 'ui_comp_id': '5551_0', 'score': 1.0000004768371582}, {'gui_id': '6442', 'ui_comp_id': '6442_21', 'score': 0.6403098702430725}, {'gui_id': '37603', 'ui_comp_id': '37603_2', 'score': 0.5614393353462219}, {'gui_id': '47804', 'ui_comp_id': '47804_23', 'score': 0.5359736084938049}, {'gui_id': '44558', 'ui_comp_id': '44558_13', 'score': 0.4609299898147583}, {'gui_id': '8200', 'ui_comp_id': '8200_13', 'score': 0.4609299898147583}, {'gui_id': '47879', 'ui_comp_id': '8200_3', 'score': 0.4351738691329956}, {'gui_id': '47874', 'ui_comp_id': '6442_4', 'score': 0.4351738691329956}, {'gui_id': '41137', 'ui_comp_id': '47879_28', 'score': 0.4351738691329956}]","""57412""",1,2
